Folder,Results
sinus-length-50,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5903477386934673, 'AUC-PR': 0.11433418743338568}, {'Algorithm': 'COF', 'AUC-ROC': 0.5913668341708542, 'AUC-PR': 0.11129290824904314}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999798994974873, 'AUC-PR': 0.9961101213510002}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6634793969849246, 'AUC-PR': 0.1136648115328669}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5609969849246231, 'AUC-PR': 0.11017700870523718}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7777085427135678, 'AUC-PR': 0.26689621012335835}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999879396984924, 'AUC-PR': 0.9976524673584964}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999879396984924, 'AUC-PR': 0.9976524673584964}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999798994974873, 'AUC-PR': 0.9961101213510002}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999879396984924, 'AUC-PR': 0.9976524673584964}]"
ecg-channels-single-of-20,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.691928282828283, 'AUC-PR': 0.026252134417534753}, {'Algorithm': 'COF', 'AUC-ROC': 0.8515757575757577, 'AUC-PR': 0.5394115968201412}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999333333333333, 'AUC-PR': 0.9936258578039708}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7012777777777778, 'AUC-PR': 0.47168387788772514}, {'Algorithm': 'LOF', 'AUC-ROC': 0.8476494949494948, 'AUC-PR': 0.5624988079863872}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.1454888888888889, 'AUC-PR': 0.06701334647616304}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9967777777777778, 'AUC-PR': 0.5804715058100272}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9967777777777778, 'AUC-PR': 0.5804715058100272}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9993757575757576, 'AUC-PR': 0.9277215189583966}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.996789898989899, 'AUC-PR': 0.5811132788431616}]"
sinus-length-1,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'COF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'kMeans', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'KNN', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9996999699969997, 'AUC-PR': 0.125}, {'Algorithm': 'STAMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'STOMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'VALMOD', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}]"
poly-diff-count-4,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5519790203394602, 'AUC-PR': 0.039335559205443266}, {'Algorithm': 'COF', 'AUC-ROC': 0.5404632939861937, 'AUC-PR': 0.07089265890512121}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9860940556600861, 'AUC-PR': 0.6504380136829466}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6550623946915102, 'AUC-PR': 0.06980351862936396}, {'Algorithm': 'LOF', 'AUC-ROC': 0.6016291366818992, 'AUC-PR': 0.11161347699368532}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8598492360927712, 'AUC-PR': 0.22875461200189762}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.43852073663106694, 'AUC-PR': 0.042758080152933815}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.43852073663106694, 'AUC-PR': 0.042758080152933815}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9831218685763747, 'AUC-PR': 0.6331466525783419}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.4374431175731717, 'AUC-PR': 0.04270262654411418}]"
cbf-combined-diff-1,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6792484042553192, 'AUC-PR': 0.1197821845359748}, {'Algorithm': 'COF', 'AUC-ROC': 0.5835323581560283, 'AUC-PR': 0.11764052876044777}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.706256914893617, 'AUC-PR': 0.1271326773660964}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6687103723404255, 'AUC-PR': 0.1410690328786885}, {'Algorithm': 'LOF', 'AUC-ROC': 0.6100585106382979, 'AUC-PR': 0.12271832131136974}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.45924202127659575, 'AUC-PR': 0.05238199164226253}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.548568085106383, 'AUC-PR': 0.10115726417861888}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.548568085106383, 'AUC-PR': 0.10115726417861888}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.8530033687943261, 'AUC-PR': 0.23572332960098602}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.5485725177304965, 'AUC-PR': 0.10115765546387114}]"
poly-trend-sinus,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.707779797979798, 'AUC-PR': 0.020893056652917383}, {'Algorithm': 'COF', 'AUC-ROC': 0.48862474747474743, 'AUC-PR': 0.009483281375601043}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999989898989899, 'AUC-PR': 0.999900495049505}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7470075757575757, 'AUC-PR': 0.021663922133796108}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5205116161616161, 'AUC-PR': 0.009936309708414203}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.4828212121212121, 'AUC-PR': 0.00873688548758585}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.784779797979798, 'AUC-PR': 0.02250658368854408}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.784779797979798, 'AUC-PR': 0.02250658368854408}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999717171717172, 'AUC-PR': 0.9972650375105568}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.784779797979798, 'AUC-PR': 0.02250658368854408}]"
poly-diff-count-3,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.61642750630966, 'AUC-PR': 0.08821807489623171}, {'Algorithm': 'COF', 'AUC-ROC': 0.6013290014871047, 'AUC-PR': 0.10700810243790515}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9823486912818294, 'AUC-PR': 0.3392309938595906}, {'Algorithm': 'KNN', 'AUC-ROC': 0.9053033130093995, 'AUC-PR': 0.20464535455939822}, {'Algorithm': 'LOF', 'AUC-ROC': 0.6382685003394092, 'AUC-PR': 0.22727478236237753}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9225370240338262, 'AUC-PR': 0.13767304644616873}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.42898529091454657, 'AUC-PR': 0.016196259242315474}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.42898529091454657, 'AUC-PR': 0.016196259242315474}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.8870450279473131, 'AUC-PR': 0.13777694540241578}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.4289852909145466, 'AUC-PR': 0.016196259242315474}]"
cbf-channels-single-of-20,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5368909090909091, 'AUC-PR': 0.009673362870063899}, {'Algorithm': 'COF', 'AUC-ROC': 0.5719949494949494, 'AUC-PR': 0.011305416231298215}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.6663383838383838, 'AUC-PR': 0.013572164866129709}, {'Algorithm': 'KNN', 'AUC-ROC': 0.2517575757575758, 'AUC-PR': 0.0060517630127213985}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5157060606060606, 'AUC-PR': 0.010524615826122945}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.620679797979798, 'AUC-PR': 0.012500267320978184}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.22962525252525254, 'AUC-PR': 0.005947056945488369}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.22962525252525254, 'AUC-PR': 0.005947056945488369}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.6152989898989899, 'AUC-PR': 0.012418140728905671}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.22963838383838384, 'AUC-PR': 0.005947168452402529}]"
sinus-type-pattern-shift,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.4803414141414142, 'AUC-PR': 0.010203852846796833}, {'Algorithm': 'COF', 'AUC-ROC': 0.5081383838383838, 'AUC-PR': 0.009975245315144094}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9997383838383839, 'AUC-PR': 0.9567254776157224}, {'Algorithm': 'KNN', 'AUC-ROC': 0.4938813131313131, 'AUC-PR': 0.009783028166429553}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5184313131313132, 'AUC-PR': 0.010395223963053427}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.995139393939394, 'AUC-PR': 0.4724587977500661}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.8941646464646464, 'AUC-PR': 0.5583093001215073}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.8941646464646464, 'AUC-PR': 0.5583093001215073}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9996525252525252, 'AUC-PR': 0.9597288962286045}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.900330303030303, 'AUC-PR': 0.5588089353754747}]"
cbf-type-pattern,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.555859595959596, 'AUC-PR': 0.011191078053144947}, {'Algorithm': 'COF', 'AUC-ROC': 0.5388429292929293, 'AUC-PR': 0.013111329630915719}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9412717171717172, 'AUC-PR': 0.07184334561441019}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5662787878787879, 'AUC-PR': 0.01147328091433036}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4824131313131313, 'AUC-PR': 0.010958955251481835}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7213262626262626, 'AUC-PR': 0.01965356639569673}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.17582424242424244, 'AUC-PR': 0.005661136758166302}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.17582424242424244, 'AUC-PR': 0.005661136758166302}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9244505050505051, 'AUC-PR': 0.06950073497377146}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.17645555555555553, 'AUC-PR': 0.00566548778563146}]"
ecg-type-amplitude,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5057858585858586, 'AUC-PR': 0.10270269654525249}, {'Algorithm': 'COF', 'AUC-ROC': 0.5609914141414141, 'AUC-PR': 0.1020417226292181}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999989898989899, 'AUC-PR': 0.999900495049505}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5155373737373736, 'AUC-PR': 0.10743027815675293}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5507646464646465, 'AUC-PR': 0.10430683527830291}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9672222222222222, 'AUC-PR': 0.6389947610979276}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.7485151515151516, 'AUC-PR': 0.6621931745252588}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.7485151515151516, 'AUC-PR': 0.6621931745252588}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.7527060606060607, 'AUC-PR': 0.6658075752987507}]"
ecg-channels-single-of-10,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.7285181818181817, 'AUC-PR': 0.08456516927480791}, {'Algorithm': 'COF', 'AUC-ROC': 0.8253787878787879, 'AUC-PR': 0.5248985313334877}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999333333333333, 'AUC-PR': 0.9936258578039708}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6981222222222222, 'AUC-PR': 0.5062981402306287}, {'Algorithm': 'LOF', 'AUC-ROC': 0.8417818181818181, 'AUC-PR': 0.541022895811222}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.12157373737373736, 'AUC-PR': 0.066617933784244}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9965262626262626, 'AUC-PR': 0.5645914814446497}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9965262626262626, 'AUC-PR': 0.5645914814446497}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9993747474747475, 'AUC-PR': 0.933882211792685}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.996539393939394, 'AUC-PR': 0.565301132742202}]"
cbf-type-trend,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.45977777777777773, 'AUC-PR': 0.008555796837104319}, {'Algorithm': 'COF', 'AUC-ROC': 0.4983712121212121, 'AUC-PR': 0.009525426558780881}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.10911717171717172, 'AUC-PR': 0.005426618761695862}, {'Algorithm': 'KNN', 'AUC-ROC': 0.4771909090909091, 'AUC-PR': 0.008704156696432578}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4822489898989899, 'AUC-PR': 0.008964168801097657}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.23606666666666667, 'AUC-PR': 0.006131833623746413}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.6022979797979798, 'AUC-PR': 0.011835983753046214}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.6022979797979798, 'AUC-PR': 0.011835983753046214}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.3418191919191919, 'AUC-PR': 0.007432260827363362}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.6025636363636363, 'AUC-PR': 0.011843900391799826}]"
cbf-channels-single-of-10,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.8700505050505051, 'AUC-PR': 0.04771842668643655}, {'Algorithm': 'COF', 'AUC-ROC': 0.41422828282828283, 'AUC-PR': 0.01140309952542639}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.6276828282828284, 'AUC-PR': 0.012209146910069732}, {'Algorithm': 'KNN', 'AUC-ROC': 0.9110666666666666, 'AUC-PR': 0.05003265628212792}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5423131313131313, 'AUC-PR': 0.010980144590059915}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.5699858585858586, 'AUC-PR': 0.0106276840039301}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.20733535353535354, 'AUC-PR': 0.005947096540105895}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.20733535353535354, 'AUC-PR': 0.005947096540105895}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.6195131313131313, 'AUC-PR': 0.012057613255151221}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.20734646464646464, 'AUC-PR': 0.005947181314806316}]"
poly-trend-quadratic,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6858808080808081, 'AUC-PR': 0.022054441254292116}, {'Algorithm': 'COF', 'AUC-ROC': 0.5367691919191919, 'AUC-PR': 0.012364815983156162}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9996949494949495, 'AUC-PR': 0.979000882096805}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6273621212121212, 'AUC-PR': 0.01355900616148005}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5448171717171717, 'AUC-PR': 0.015518883537598008}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.1884989898989899, 'AUC-PR': 0.006161360965288675}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.780910101010101, 'AUC-PR': 0.022495899022927993}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.780910101010101, 'AUC-PR': 0.022495899022927993}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999848484848486, 'AUC-PR': 0.9985260714639583}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.780910101010101, 'AUC-PR': 0.022495899022927993}]"
poly-diff-count-2,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5255366328632054, 'AUC-PR': 0.020940950905060998}, {'Algorithm': 'COF', 'AUC-ROC': 0.49253800013802784, 'AUC-PR': 0.022202309744798948}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9840287897867471, 'AUC-PR': 0.22610997914155595}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6816480112502613, 'AUC-PR': 0.024145248658739956}, {'Algorithm': 'LOF', 'AUC-ROC': 0.47366420650550767, 'AUC-PR': 0.01899173191207212}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.6351916735263788, 'AUC-PR': 0.01291006253236866}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.6224631150861323, 'AUC-PR': 0.01237626187382734}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.6224631150861323, 'AUC-PR': 0.01237626187382734}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9829805790963984, 'AUC-PR': 0.22365984731539046}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.6224631150861323, 'AUC-PR': 0.012376249462776729}]"
sinus-trend-sinus,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5426707070707071, 'AUC-PR': 0.07928434826692862}, {'Algorithm': 'COF', 'AUC-ROC': 0.5504156565656566, 'AUC-PR': 0.07795046094800644}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9998525252525252, 'AUC-PR': 0.985913738940276}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5427833333333334, 'AUC-PR': 0.08371573427949089}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5525368686868687, 'AUC-PR': 0.0816542770079723}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9382929292929292, 'AUC-PR': 0.7887719981018326}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999545454545455, 'AUC-PR': 0.9957371225663798}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999545454545455, 'AUC-PR': 0.9957371225663798}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9998232323232323, 'AUC-PR': 0.9833041626624275}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999585858585859, 'AUC-PR': 0.9960832117364091}]"
poly-diff-count-5,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.4554329355276253, 'AUC-PR': 0.035008644667854916}, {'Algorithm': 'COF', 'AUC-ROC': 0.5519398971058653, 'AUC-PR': 0.209393825672904}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9952595332171705, 'AUC-PR': 0.907352718512591}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5743966471985471, 'AUC-PR': 0.1124402792959097}, {'Algorithm': 'LOF', 'AUC-ROC': 0.570129915340828, 'AUC-PR': 0.22371454771460741}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7056509679026727, 'AUC-PR': 0.06727678652345484}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.2897166397476462, 'AUC-PR': 0.027096513091724374}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.2897166397476462, 'AUC-PR': 0.027096513091724374}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.954698626909131, 'AUC-PR': 0.6711305475103374}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.28969637579143087, 'AUC-PR': 0.027096051169978118}]"
poly-length-500,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5832688421052631, 'AUC-PR': 0.07401853975859388}, {'Algorithm': 'COF', 'AUC-ROC': 0.5040747368421052, 'AUC-PR': 0.052443123252652435}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999522105263158, 'AUC-PR': 0.9990956452558162}, {'Algorithm': 'KNN', 'AUC-ROC': 0.8065487368421052, 'AUC-PR': 0.12278633604622431}, {'Algorithm': 'LOF', 'AUC-ROC': 0.49278757894736847, 'AUC-PR': 0.04685087268224757}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7216597894736843, 'AUC-PR': 0.08268124489070305}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.5919126315789474, 'AUC-PR': 0.06221289367130951}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.5919126315789474, 'AUC-PR': 0.06221289367130951}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999526315789474, 'AUC-PR': 0.9991088728338771}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.5919341052631578, 'AUC-PR': 0.062214333598007265}]"
sinus-same-count-1,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5190868686868687, 'AUC-PR': 0.011144377523607026}, {'Algorithm': 'COF', 'AUC-ROC': 0.5058434343434344, 'AUC-PR': 0.009569149248313546}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9995828282828283, 'AUC-PR': 0.9596519025602847}, {'Algorithm': 'KNN', 'AUC-ROC': 0.4517318181818182, 'AUC-PR': 0.009696902287423668}, {'Algorithm': 'LOF', 'AUC-ROC': 0.505470707070707, 'AUC-PR': 0.00948992070105812}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9868212121212121, 'AUC-PR': 0.8803043328220777}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.7977919191919192, 'AUC-PR': 0.024081175067596883}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.7977919191919192, 'AUC-PR': 0.024081175067596883}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9994767676767677, 'AUC-PR': 0.9499083174888063}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.7982969696969695, 'AUC-PR': 0.024111344685039268}]"
ecg-type-pattern,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5599494949494949, 'AUC-PR': 0.012176848331775719}, {'Algorithm': 'COF', 'AUC-ROC': 0.5413035353535354, 'AUC-PR': 0.012295161382704731}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999636363636364, 'AUC-PR': 0.9964938240187242}, {'Algorithm': 'KNN', 'AUC-ROC': 0.48295353535353536, 'AUC-PR': 0.011038138811039119}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5260272727272728, 'AUC-PR': 0.012579310086299526}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8594151515151515, 'AUC-PR': 0.47520204511277797}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9841010101010101, 'AUC-PR': 0.6851855258157477}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9841010101010101, 'AUC-PR': 0.6851855258157477}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999717171717172, 'AUC-PR': 0.9972650375105568}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9892484848484849, 'AUC-PR': 0.6909357484553649}]"
ecg-length-10,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.669039039039039, 'AUC-PR': 0.0023755745264017365}, {'Algorithm': 'COF', 'AUC-ROC': 0.5545945945945946, 'AUC-PR': 0.10424114294039381}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.99998998998999, 'AUC-PR': 0.9904545454545455}, {'Algorithm': 'KNN', 'AUC-ROC': 0.811036036036036, 'AUC-PR': 0.1029871356192905}, {'Algorithm': 'LOF', 'AUC-ROC': 0.6324024024024024, 'AUC-PR': 0.1033092859101451}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7087487487487487, 'AUC-PR': 0.017401312659738554}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.99998998998999, 'AUC-PR': 0.9904545454545455}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.99998998998999, 'AUC-PR': 0.9904545454545455}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.99998998998999, 'AUC-PR': 0.9904545454545455}]"
cbf-same-count-10,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6220382173382173, 'AUC-PR': 0.20363930520838458}, {'Algorithm': 'COF', 'AUC-ROC': 0.48736410256410256, 'AUC-PR': 0.08619124188701632}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.704782905982906, 'AUC-PR': 0.27605723244626734}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6389062271062271, 'AUC-PR': 0.12852269037763858}, {'Algorithm': 'LOF', 'AUC-ROC': 0.479147557997558, 'AUC-PR': 0.08179418564809735}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.6753824175824176, 'AUC-PR': 0.2609570830029554}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.6339216117216118, 'AUC-PR': 0.11172666890340435}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.6339216117216118, 'AUC-PR': 0.11172666890340435}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.8821407814407816, 'AUC-PR': 0.35132026379953085}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.6339252747252747, 'AUC-PR': 0.11172739078661073}]"
sinus-channels-all-of-3,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5160131313131313, 'AUC-PR': 0.00974399397157681}, {'Algorithm': 'COF', 'AUC-ROC': 0.47529797979797983, 'AUC-PR': 0.009489954347267557}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9990222222222223, 'AUC-PR': 0.9038715139921397}, {'Algorithm': 'KNN', 'AUC-ROC': 0.4742964646464647, 'AUC-PR': 0.009217537042962074}, {'Algorithm': 'LOF', 'AUC-ROC': 0.49656060606060604, 'AUC-PR': 0.009735773808590198}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9943232323232323, 'AUC-PR': 0.8844598324690338}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.7833434343434345, 'AUC-PR': 0.0235474643381908}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.7833434343434345, 'AUC-PR': 0.0235474643381908}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9993131313131314, 'AUC-PR': 0.9344309262512092}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.7837030303030303, 'AUC-PR': 0.02355548577898665}]"
